Lang,Key,Value,Reference,Page
Bulgarian,1du_o,nas,,
Bulgarian,1du_p,nash,,
Bulgarian,1du_s,nie,,
Bulgarian,1pl_a,nie,,
Bulgarian,1pl_o,nas,,
Bulgarian,1pl_p,nash,,
Bulgarian,1pl_s,nie,,
Bulgarian,1sg_a,az,,
Bulgarian,1sg_o,mene,,
Bulgarian,1sg_p,moj,,
Bulgarian,1sg_s,az,,
Bulgarian,2du_a,vie,,
Bulgarian,2du_o,vas,,
Bulgarian,2du_p,vash,,
Bulgarian,2du_s,vie,,
Bulgarian,2pl_a,vie,,
Bulgarian,2pl_o,vas,,
Bulgarian,2pl_p,vash,,
Bulgarian,2pl_s,vie,,
Bulgarian,2sg_a,ti,,
Bulgarian,2sg_o,tebe,,
Bulgarian,2sg_p,tvoj,,
Bulgarian,2sg_s,ti,,
Bulgarian,3d_a,te,,
Bulgarian,3d_o,tjax,,
Bulgarian,3d_p,texen,,
Bulgarian,3d_s,te,,
Bulgarian,3p_a,te,,
Bulgarian,3p_o,tjax,,
Bulgarian,3p_p,texen,,
Bulgarian,3p_s,te,,
Bulgarian,3sg_m_a,toj,,
Bulgarian,3sg_m_o,nego,,
Bulgarian,3sg_m_p,negov,,
Bulgarian,3sg_m_s,toj,,
Bulgarian,3sg_n_a,to,,
Bulgarian,3sg_n_o,nego,,
Bulgarian,3sg_n_p,negov,,
Bulgarian,3sg_n_s,to,,
Catalan,12du_a,nosaltres,"Wheeler, M.W. 1988a. Catalan. In Harris, Martin & Nigel Vincent (eds). The Romance languages. pp. 170-208. London, Sydney: Croom Helm.",
Catalan,12du_o,'=nos,,
Catalan,12du_p,nostre,,
Catalan,12du_s,nosaltres,,
Catalan,12pl_a,nosaltres,,
Catalan,12pl_o,'=nos,,
Catalan,12pl_p,nostre,,
Catalan,12pl_s,nosaltres,,
Catalan,1du_a,nosaltres,,
Catalan,1du_o,'=nos,,
Catalan,1du_p,nostre,,
Catalan,1du_s,nosaltres,,
Catalan,1pl_a,nosaltres,,
Catalan,1pl_o,'=nos,,
Catalan,1pl_p,nostre,,
Catalan,1pl_s,nosaltres,,
Catalan,1sg_a,jo,,
Catalan,1sg_o,'=me,,
Catalan,1sg_p,meu,,
Catalan,1sg_s,jo,,
Catalan,2du_a,vosaltres,,
Catalan,2du_o,'=vos,,
Catalan,2du_p,vostre,,
Catalan,2du_s,vosaltres,,
Catalan,2pl_a,vosaltres,,
Catalan,2pl_o,'=vos,,
Catalan,2pl_p,vostre,,
Catalan,2pl_s,vosaltres,,
Catalan,2sg_a,tu,,
Catalan,2sg_o,'=te,,
Catalan,2sg_p,teu,,
Catalan,2sg_s,tu,,
Catalan,3d_a,ells,,
Catalan,3d_o,'=los,,
Catalan,3d_p,seu,,
Catalan,3d_s,ells,,
Catalan,3p_a,ells,,
Catalan,3p_o,'=los,,
Catalan,3p_p,seu,,
Catalan,3p_s,ells,,
Catalan,3sg_m_a,ell,,
Catalan,3sg_m_o,'=li,,
Catalan,3sg_m_p,seu,,
Catalan,3sg_m_s,ell,,
Catalan,3sg_n_a,això,,
Catalan,3sg_n_o,'=hi,,
Catalan,3sg_n_p,seu,,
Catalan,3sg_n_s,això,,
Corsican,12du_a,noi,"Dalbera-Stefanaggi, Marie-José. 2002. La langue corse. Paris: Presses Universitaires de France. 125pp.",
Corsican,12du_o,noi,,
Corsican,12du_p,nostru,,
Corsican,12du_s,noi,,
Corsican,12pl_a,noi,,
Corsican,12pl_o,noi,,
Corsican,12pl_p,nostru,,
Corsican,12pl_s,noi,,
Corsican,1du_a,noi,,
Corsican,1du_o,noi,,
Corsican,1du_p,nostru,,
Corsican,1du_s,noi,,
Corsican,1pl_a,noi,,
Corsican,1pl_o,noi,,
Corsican,1pl_p,nostru,,
Corsican,1pl_s,noi,,
Corsican,1sg_a,io,,
Corsican,1sg_o,io,,
Corsican,1sg_p,meu,,
Corsican,1sg_s,io,,
Corsican,2du_a,voi,,
Corsican,2du_o,voi,,
Corsican,2du_p,vossu,,
Corsican,2du_s,voi,,
Corsican,2pl_a,voi,,
Corsican,2pl_o,voi,,
Corsican,2pl_p,vossu,,
Corsican,2pl_s,voi,,
Corsican,2sg_a,ti,,
Corsican,2sg_o,ti,,
Corsican,2sg_p,tocca,,
Corsican,2sg_s,ti,,
Corsican,3d_a,elli,,
Corsican,3d_o,elli,,
Corsican,3d_p,loro,,
Corsican,3d_s,elli,,
Corsican,3p_a,elli,,
Corsican,3p_o,elli,,
Corsican,3p_p,loro,,
Corsican,3p_s,elli,,
Corsican,3sg_m_a,ellu,,
Corsican,3sg_m_o,ellu,,
Corsican,3sg_m_p,sua,,
Corsican,3sg_m_s,ellu,,
Corsican,3sg_n_a,elle,,
Corsican,3sg_n_o,elle,,
Corsican,3sg_n_p,sua,,
Corsican,3sg_n_s,elle,,
Czech,12du_a,my,"Short, D. 1993a. Czech. In Comrie, Bernard and Greville G. Corbett (eds.), The Slavonic Languages. pp. 455-532. London, New York: Routledge.",
Czech,12du_o,nás,,
Czech,12du_p,násh,,
Czech,12du_s,my,,
Czech,12pl_a,my,,
Czech,12pl_o,nás,,
Czech,12pl_p,násh,,
Czech,12pl_s,my,,
Czech,1du_a,my,,
Czech,1du_o,nás,,
Czech,1du_p,násh,,
Czech,1du_s,my,,
Czech,1pl_a,my,,
Czech,1pl_o,nás,,
Czech,1pl_p,násh,,
Czech,1pl_s,my,,
Czech,1sg_a,já,,
Czech,1sg_o,mne,,
Czech,1sg_p,můj,,
Czech,1sg_s,já,,
Czech,2du_a,vy,,
Czech,2du_o,vás,,
Czech,2du_p,vásh,,
Czech,2du_s,vy,,
Czech,2pl_a,vy,,
Czech,2pl_o,vás,,
Czech,2pl_p,vásh,,
Czech,2pl_s,vy,,
Czech,2sg_a,ty,,
Czech,2sg_o,tebe,,
Czech,2sg_p,tvůj,,
Czech,2sg_s,ty,,
Czech,3d_a,oni,,
Czech,3d_o,je,,
Czech,3d_p,jejich,,
Czech,3d_s,oni,,
Czech,3p_a,oni,,
Czech,3p_o,je,,
Czech,3p_p,jejich,,
Czech,3p_s,oni,,
Czech,3sg_m_a,on,,
Czech,3sg_m_o,jeho,,
Czech,3sg_m_p,jeho,,
Czech,3sg_m_s,on,,
Czech,3sg_n_a,ono,,
Czech,3sg_n_o,jej,,
Czech,3sg_n_p,jeho,,
Czech,3sg_n_s,ono,,
Dalabon,12du_a,njehyih,"Evans, Nicholas, Francisca Merlan and Maggie Tukumba. 2004. A first dictionary of Dalabon (Ngalkbon), Manangrida Arts and Culture, Manangrida.",
Dalabon,12du_o,njeh,,
Dalabon,12du_p,njung,,
Dalabon,12du_s,njeh,,
Dalabon,12pl_a,ngorryih,,
Dalabon,12pl_o,ngorr,,
Dalabon,12pl_p,ngokorrng,,
Dalabon,12pl_s,ngorr,,
Dalabon,1du_a,njerryih,,
Dalabon,1du_o,njerr,,
Dalabon,1du_p,njerrng,,
Dalabon,1du_s,njerr,,
Dalabon,1pl_a,njelyih,,
Dalabon,1pl_o,njel,,
Dalabon,1pl_p,njelng,,
Dalabon,1pl_s,njel,,
Dalabon,1sg_a,ngeyih,,
Dalabon,1sg_o,ngey,,
Dalabon,1sg_p,ngan,,
Dalabon,1sg_s,ngey,,
Dalabon,2du_a,norryih,,
Dalabon,2du_o,norr,,
Dalabon,2du_p,nokorrng,,
Dalabon,2du_s,norr,,
Dalabon,2pl_a,nolyih,,
Dalabon,2pl_o,nol,,
Dalabon,2pl_p,nokolng,,
Dalabon,2pl_s,nol,,
Dalabon,2sg_a,njingyih,,
Dalabon,2sg_o,njing,,
Dalabon,2sg_p,ngu,,
Dalabon,2sg_s,njing,,
Dalabon,3d_a,bunuyih,,
Dalabon,3d_o,bunu,,
Dalabon,3d_p,burrng,,
Dalabon,3d_s,bunu,,
Dalabon,3p_a,buluyih,,
Dalabon,3p_o,bulu,,
Dalabon,3p_p,bulng,,
Dalabon,3p_s,bulu,,
Dalabon,3sg_m_a,yibuhngyih,,
Dalabon,3sg_m_o,yibuhng,,
Dalabon,3sg_m_p,no,,
Dalabon,3sg_m_s,yibuhng,,
Dalabon,3sg_n_a,yibuhngyih,,
Dalabon,3sg_n_o,yibuhng,,
Dalabon,3sg_n_p,no,,
Dalabon,3sg_n_s,yibuhng,,
Danish,12du_a,vi,"Harbert, Wayne. 2007. The Germanic languages. Cambridge: Cambridge University Press.",
Danish,12du_o,os,,
Danish,12du_p,vores,,
Danish,12du_s,vi,,
Danish,12pl_a,vi,,
Danish,12pl_o,os,,
Danish,12pl_p,vores,,
Danish,12pl_s,vi,,
Danish,1du_a,vi,,
Danish,1du_o,os,,
Danish,1du_p,vores,,
Danish,1du_s,vi,,
Danish,1pl_a,vi,,
Danish,1pl_o,os,,
Danish,1pl_p,vores,,
Danish,1pl_s,vi,,
Danish,1sg_a,jeg,,
Danish,1sg_o,mig,,
Danish,1sg_p,min,,
Danish,1sg_s,jeg,,
Danish,2du_a,I,,
Danish,2du_o,jer,,
Danish,2du_p,jeres,,
Danish,2du_s,I,,
Danish,2pl_a,I,,
Danish,2pl_o,jer,,
Danish,2pl_p,jeres,,
Danish,2pl_s,I,,
Danish,2sg_a,du,,
Danish,2sg_o,dig,,
Danish,2sg_p,din,,
Danish,2sg_s,du,,
Danish,3d_a,de,,
Danish,3d_o,dem,,
Danish,3d_p,deres,,
Danish,3d_s,de,,
Danish,3p_a,de,,
Danish,3p_o,dem,,
Danish,3p_p,deres,,
Danish,3p_s,de,,
Danish,3sg_m_a,han,,
Danish,3sg_m_o,ham,,
Danish,3sg_m_p,hans,,
Danish,3sg_m_s,han,,
Danish,3sg_n_a,det,,
Danish,3sg_n_o,det,,
Danish,3sg_n_p,dets,,
Danish,3sg_n_s,det,,
Desia,12du_a,ammone,"Mahapatra, B. P. 2002. Orissa. (Special studies / Linguistic Survey of India.) Kolkata: Language Division, Office of the Registrar General. xv+589pp. (State wise language survey of major Indian languages and minor dialects Includes bibliographical references Includes words in various Oriya dialects (Roman)).",
Desia,12du_o,amke,,
Desia,12du_p,amor,,
Desia,12du_s,ammone,,
Desia,12pl_a,ammone,,
Desia,12pl_o,amke,,
Desia,12pl_p,amor,,
Desia,12pl_s,ammone,,
Desia,1du_a,ammone,,
Desia,1du_o,amke,,
Desia,1du_p,amor,,
Desia,1du_s,ammone,,
Desia,1pl_a,ammone,,
Desia,1pl_o,amke,,
Desia,1pl_p,amor,,
Desia,1pl_s,ammone,,
Desia,1sg_a,mui,,
Desia,1sg_o,muke,,
Desia,1sg_p,mor,,
Desia,1sg_s,mui,,
Desia,2du_a,tummone,,
Desia,2du_o,tumke,,
Desia,2du_p,tumor,,
Desia,2du_s,tummone,,
Desia,2pl_a,tummone,,
Desia,2pl_o,tumke,,
Desia,2pl_p,tumor,,
Desia,2pl_s,tummone,,
Desia,2sg_a,tui,,
Desia,2sg_o,tuke,,
Desia,2sg_p,tor,,
Desia,2sg_s,tui,,
Desia,3d_a,haimone,,
Desia,3d_o,haike,,
Desia,3d_p,haior,,
Desia,3d_s,haimone,,
Desia,3p_a,haimone,,
Desia,3p_o,haike,,
Desia,3p_p,haior,,
Desia,3p_s,haimone,,
Desia,3sg_m_a,hai,,
Desia,3sg_m_o,haimonke,,
Desia,3sg_m_p,tar,,
Desia,3sg_m_s,hai,,
Desia,3sg_n_a,sei,,
Desia,3sg_n_o,siemonke,,
Desia,3sg_n_p,tar,,
Desia,3sg_n_s,sei,,
Dharumbal,12du_a,ngalirrangu,Terrill,p35
Dharumbal,12du_o,ngalirranga,,
Dharumbal,12du_p,ngalirrangunh,,
Dharumbal,12du_s,ngalirra,,
Dharumbal,12pl_a,nganadhurrungu,,
Dharumbal,12pl_o,ngannadhurrunga,,
Dharumbal,12pl_p,nganadhurrungunh,,
Dharumbal,12pl_s,nganadhurru,,
Dharumbal,1du_a,ngalirrangu,,
Dharumbal,1du_o,ngalirranga,,
Dharumbal,1du_p,ngalirrangunh,,
Dharumbal,1du_s,ngalirra,,
Dharumbal,1pl_a,nganadhurrungu,,
Dharumbal,1pl_o,ngannadhurrunga,,
Dharumbal,1pl_p,nganadhurrungunh,,
Dharumbal,1pl_s,nganadhurru,,
Dharumbal,1sg_a,ngatha,,
Dharumbal,1sg_o,nganha,,
Dharumbal,1sg_p,ngatha,,
Dharumbal,1sg_s,ngatha,,
Dharumbal,2du_a,bula,,
Dharumbal,2du_o,bulaguna,,
Dharumbal,2du_p,bulagunh,,
Dharumbal,2du_s,bula,,
Dharumbal,2pl_a,dhanha,,
Dharumbal,2pl_o,dhanha,,
Dharumbal,2pl_p,dhanangunh,,
Dharumbal,2pl_s,dhanha,,
Dharumbal,2sg_a,nginda,,
Dharumbal,2sg_o,nginha,,
Dharumbal,2sg_p,nginhin,,
Dharumbal,2sg_s,nginda,,
Dharumbal,3d_a,bula,,
Dharumbal,3d_o,bula,,
Dharumbal,3d_p,bulangunh,,
Dharumbal,3d_s,bula,,
Dharumbal,3p_a,dhanagul,,
Dharumbal,3p_o,dhanagul,,
Dharumbal,3p_p,dhanaganunh,,
Dharumbal,3p_s,dhanagul,,
Dharumbal,3sg_m_a,nhula,,
Dharumbal,3sg_m_o,nhunguna,,
Dharumbal,3sg_m_p,nhugunh,,
Dharumbal,3sg_m_s,nhula,,
Dharumbal,3sg_n_a,nhula,,
Dharumbal,3sg_n_o,nhunguna,,
Dharumbal,3sg_n_p,nhugunh,,
Dharumbal,3sg_n_s,nhula,,
Dhivehi,12du_a,afirie,"Fritz, Sonja. 2002. The Dhivehi Language. (Beiträge zur Südasienforschung, 191.) Würzburg: Ergon. 270pp.",p131
Dhivehi,12du_o,afirin,,
Dhivehi,12du_p,afiringee,,
Dhivehi,12du_s,afirie,,
Dhivehi,12pl_a,afirie,,
Dhivehi,12pl_o,afirin,,
Dhivehi,12pl_p,afiringee,,
Dhivehi,12pl_s,afirie,,
Dhivehi,1du_a,afirie,,
Dhivehi,1du_o,afirin,,
Dhivehi,1du_p,afiringee,,
Dhivehi,1du_s,afirie,,
Dhivehi,1pl_a,afirie,,
Dhivehi,1pl_o,afirin,,
Dhivehi,1pl_p,afiringee,,
Dhivehi,1pl_s,afirie,,
Dhivehi,1sg_a,ava,,
Dhivehi,1sg_o,ma,,
Dhivehi,1sg_p,afagee,,
Dhivehi,1sg_s,ava,,
Dhivehi,2du_a,tafirie,,
Dhivehi,2du_o,tafirin,,
Dhivehi,2du_p,tafiringee,,
Dhivehi,2du_s,tafirin,,
Dhivehi,2pl_a,tafirie,,
Dhivehi,2pl_o,tafirin,,
Dhivehi,2pl_p,tafiringee,,
Dhivehi,2pl_s,tafirin,,
Dhivehi,2sg_a,too,,
Dhivehi,2sg_o,ta,,
Dhivehi,2sg_p,tagee,,
Dhivehi,2sg_s,too,,
Dhivehi,3d_a,everie,,
Dhivehi,3d_o,everin,,
Dhivehi,3d_p,everingee,,
Dhivehi,3d_s,everie,,
Dhivehi,3p_a,everie,,
Dhivehi,3p_o,everin,,
Dhivehi,3p_p,everingee,,
Dhivehi,3p_s,everie,,
Dhivehi,3sg_m_a,ede,,
Dhivehi,3sg_m_o,ea ,,
Dhivehi,3sg_m_p,eagee,,
Dhivehi,3sg_m_s,ede,,
Dhivehi,3sg_n_a,ede,,
Dhivehi,3sg_n_o,ea ,,
Dhivehi,3sg_n_p,eagee,,
Dhivehi,3sg_n_s,ede,,
Dhuwal,12du_a,ngali,"Heath, Jeffrey. 1980. Dhuwal (Arnhem Land) Texts on Kinship and other Subjects: With Grammatical Sketch and Dictionary. (Oceania Linguistic Monograph, 23.) Sydney: University of Sydney. iv+241pp. (Includes index Bibliography: p. 241).",
Dhuwal,12du_o,ngicalana,,
Dhuwal,12du_p,ngicalambal,,
Dhuwal,12du_s,ngali,,
Dhuwal,12pl_a,ngilimur,,
Dhuwal,12pl_o,ngilimuruna,,
Dhuwal,12pl_p,ngilimurunggu,,
Dhuwal,12pl_s,ngilimur,,
Dhuwal,1du_a,ngilinyu,,
Dhuwal,1du_o,nginyalana,,
Dhuwal,1du_p,nginyalanggu,,
Dhuwal,1du_s,ngilinyu,,
Dhuwal,1pl_a,nganapur,,
Dhuwal,1pl_o,nganapuruna,,
Dhuwal,1pl_p,nganapurunggu,,
Dhuwal,1pl_s,nganapur,,
Dhuwal,1sg_a,ngara,,
Dhuwal,1sg_o,ngarana,,
Dhuwal,1sg_p,ngaraku,,
Dhuwal,1sg_s,ngara,,
Dhuwal,2du_a,numa,,
Dhuwal,2du_o,numalana,,
Dhuwal,2du_p,numalanggu,,
Dhuwal,2du_s,numa,,
Dhuwal,2pl_a,numa,,
Dhuwal,2pl_o,numalana,,
Dhuwal,2pl_p,numalanggu,,
Dhuwal,2pl_s,numa,,
Dhuwal,2sg_a,nii,,
Dhuwal,2sg_o,nuna,,
Dhuwal,2sg_p,nungu,,
Dhuwal,2sg_s,nii,,
Dhuwal,3d_a,manyda,,
Dhuwal,3d_o,manydana,,
Dhuwal,3d_p,manydanggu,,
Dhuwal,3d_s,manyda,,
Dhuwal,3p_a,walal,,
Dhuwal,3p_o,walalana,,
Dhuwal,3p_p,walalanggu,,
Dhuwal,3p_s,walal,,
Dhuwal,3sg_m_a,ngayi,,
Dhuwal,3sg_m_o,nganya,,
Dhuwal,3sg_m_p,nanngu,,
Dhuwal,3sg_m_s,ngayi,,
Dhuwal,3sg_n_a,ngayi,,
Dhuwal,3sg_n_o,nganya,,
Dhuwal,3sg_n_p,nanngu,,
Dhuwal,3sg_n_s,ngayi,,
Diyari,12du_a,ngaldra,"Austin, Peter. 1978. A Grammar of the Diyari Language of North-East South Australia. 553pp.",p67
Diyari,12du_o,ngaldranha,,
Diyari,12du_p,ngaldrarni,,
Diyari,12du_s,ngaldra,,
Diyari,12pl_a,ngayana,,
Diyari,12pl_o,ngayananha,,
Diyari,12pl_p,ngayanarni,,
Diyari,12pl_s,ngayana,,
Diyari,1du_a,ngali,,
Diyari,1du_o,ngalinha,,
Diyari,1du_p,ngalirni,,
Diyari,1du_s,ngali,,
Diyari,1pl_a,ngayani,,
Diyari,1pl_o,ngayaninha,,
Diyari,1pl_p,ngayanirni,,
Diyari,1pl_s,ngayani,,
Diyari,1sg_a,nganhi,,
Diyari,1sg_o,nganha,,
Diyari,1sg_p,ngakarni,,
Diyari,1sg_s,ngathu,,
Diyari,2du_a,yula,,
Diyari,2du_o,yulanha,,
Diyari,2du_p,yularni,,
Diyari,2du_s,yula,,
Diyari,2pl_a,yura,,
Diyari,2pl_o,yuranha,,
Diyari,2pl_p,yurarni,,
Diyari,2pl_s,yura,,
Diyari,2sg_a,yini,,
Diyari,2sg_o,yinanha,,
Diyari,2sg_p,yingkarni,,
Diyari,2sg_s,yini,,
Diyari,3d_a,pula,,
Diyari,3d_o,pulanha,,
Diyari,3d_p,pularni,,
Diyari,3d_s,pulali,,
Diyari,3p_a,thana,,
Diyari,3p_o,thananha,,
Diyari,3p_p,thanarni,,
Diyari,3p_s,thana,,
Diyari,3sg_m_a,nhani,,
Diyari,3sg_m_o,nhanha,,
Diyari,3sg_m_p,nhangkarni,,
Diyari,3sg_m_s,nhandru,,
Diyari,3sg_n_a,nhawu,,
Diyari,3sg_n_o,nhinh,,
Diyari,3sg_n_p,nhunkarni,,
Diyari,3sg_n_s,nhulu,,
Djambarrpuyngu,12du_a,ngali,"Wilkinson, Melanie P. 1991. Djambarrpuyngu, a Yolngu variety of northern Australia. Sydney: University of Sydney dissertation. (xxiii+727pp.)",p182
Djambarrpuyngu,12du_o,ngalitjalany,,
Djambarrpuyngu,12du_p,ngalitjalang,,
Djambarrpuyngu,12du_s,ngali,,
Djambarrpuyngu,12pl_a,ngalimurr,,
Djambarrpuyngu,12pl_o,ngalimurruny,,
Djambarrpuyngu,12pl_p,ngalimurrung,,
Djambarrpuyngu,12pl_s,ngali,,
Djambarrpuyngu,1du_a,ngalinyu,,
Djambarrpuyngu,1du_o,ngalinyalany,,
Djambarrpuyngu,1du_p,ngalinyalang,,
Djambarrpuyngu,1du_s,ngalinyu,,
Djambarrpuyngu,1pl_a,nganapurr,,
Djambarrpuyngu,1pl_o,nganapurruny,,
Djambarrpuyngu,1pl_p,nganapurrung,,
Djambarrpuyngu,1pl_s,nganapurr,,
Djambarrpuyngu,1sg_a,ngarra,,
Djambarrpuyngu,1sg_o,ngarrany,,
Djambarrpuyngu,1sg_p,ngarraku,,
Djambarrpuyngu,1sg_s,ngarra,,
Djambarrpuyngu,2du_a,nhuma,,
Djambarrpuyngu,2du_o,nhumalany,,
Djambarrpuyngu,2du_p,nhumalang,,
Djambarrpuyngu,2du_s,nhuma,,
Djambarrpuyngu,2pl_a,nhuma,,
Djambarrpuyngu,2pl_o,nhumalany,,
Djambarrpuyngu,2pl_p,nhumalang,,
Djambarrpuyngu,2pl_s,nhuma,,
Djambarrpuyngu,2sg_a,nhe,,
Djambarrpuyngu,2sg_o,nhuna,,
Djambarrpuyngu,2sg_p,nhungu,,
Djambarrpuyngu,2sg_s,nhe,,
Djambarrpuyngu,3d_a,manhdha,,
Djambarrpuyngu,3d_o,manhdhany,,
Djambarrpuyngu,3d_p,manhdhang,,
Djambarrpuyngu,3d_s,manhdha,,
Djambarrpuyngu,3p_a,manhdha,,
Djambarrpuyngu,3p_o,manhdhany,,
Djambarrpuyngu,3p_p,manhdhang,,
Djambarrpuyngu,3p_s,manhdha,,
Djambarrpuyngu,3sg_m_a,ngayi,,
Djambarrpuyngu,3sg_m_o,nganya,,
Djambarrpuyngu,3sg_m_p,nhanngu,,
Djambarrpuyngu,3sg_m_s,ngayi,,
Djambarrpuyngu,3sg_n_a,ngayi,,
Djambarrpuyngu,3sg_n_o,nganya,,
Djambarrpuyngu,3sg_n_p,nhanngu,,
Djambarrpuyngu,3sg_n_s,ngayi,,
Djapu,12du_a,ngali,"Morphy, Frances. 1983. Djapu. In R.M.W. Dixon & Barry J. Blake (eds.), Handbook of Australian Languages, Vol. 3. Canberra: ANU Press.",p51
Djapu,12du_o,ngitjalaha,,
Djapu,12du_p,ngitjalanggu,,
Djapu,12du_s,ngali,,
Djapu,12pl_a,ngilimurr,,
Djapu,12pl_o,ngilimurrunha,,
Djapu,12pl_p,ngilimurrunggu,,
Djapu,12pl_s,ngilimurr,,
Djapu,1du_a,ngilinyu,,
Djapu,1du_o,nginyalanha,,
Djapu,1du_p,nginyalanggu,,
Djapu,1du_s,ngilinyu,,
Djapu,1pl_a,nganapurr,,
Djapu,1pl_o,nganapurrunha,,
Djapu,1pl_p,nganapurrunggu,,
Djapu,1pl_s,nganapurr,,
Djapu,1sg_a,ngarra,,
Djapu,1sg_o,ngarranha,,
Djapu,1sg_p,ngaraku,,
Djapu,1sg_s,ngarra,,
Djapu,2du_a,nhuma,,
Djapu,2du_o,nhumalanha,,
Djapu,2du_p,nhumalanggu,,
Djapu,2du_s,nhuma,,
Djapu,2pl_a,nhuma,,
Djapu,2pl_o,nhumalanha,,
Djapu,2pl_p,nhumalanggu,,
Djapu,2pl_s,nhuma,,
Djapu,2sg_a,nhii,,
Djapu,2sg_o,nhuna,,
Djapu,2sg_p,nhungu,,
Djapu,2sg_s,nhii,,
Djapu,3d_a,manhdha,,
Djapu,3d_o,manhdhanha,,
Djapu,3d_p,manhdhanggu,,
Djapu,3d_s,manhdha,,
Djapu,3p_a,walal,,
Djapu,3p_o,walalanha,,
Djapu,3p_p,walalanggu,,
Djapu,3p_s,walal,,
Djapu,3sg_m_a,ngayi,,
Djapu,3sg_m_o,nganya,,
Djapu,3sg_m_p,nhanngu,,
Djapu,3sg_m_s,ngayi,,
Djapu,3sg_n_a,ngayi,,
Djapu,3sg_n_o,nganya,,
Djapu,3sg_n_p,nhanngu,,
Djapu,3sg_n_s,ngayi,,
Djinang,12du_a,ngili,"Waters, Bruce E., Djinang and Djinba — A Grammatical and Historical Perspective, Canberra: Department of Linguistics, Research School of Pacific Studies, Australian National University.",p33
Djinang,12du_o,ngilitgnyi,,
Djinang,12du_p,ngilitgangi,,
Djinang,12du_s,ngili,,
Djinang,12pl_a,ngilimi,,
Djinang,12pl_o,ngilimilinyi,,
Djinang,12pl_p,ngilimilangi,,
Djinang,12pl_s,ngilimi,,
Djinang,1du_a,ngilinyi,,
Djinang,1du_o,ngilinyilinyi,,
Djinang,1du_p,ngilinyilinyi,,
Djinang,1du_s,ngilinyi,,
Djinang,1pl_a,nginibi,,
Djinang,1pl_o,nginibilinyi,,
Djinang,1pl_p,nginibilangi,,
Djinang,1pl_s,nginibi,,
Djinang,1sg_a,ngari,,
Djinang,1sg_o,ngirinyi,,
Djinang,1sg_p,ngirangi,,
Djinang,1sg_s,ngari,,
Djinang,2du_a,nyumi,,
Djinang,2du_o,nyumilinyi,,
Djinang,2du_p,nyumilangi,,
Djinang,2du_s,nyumi,,
Djinang,2pl_a,ngiliji,,
Djinang,2pl_o,ngilijnyi,,
Djinang,2pl_p,ngilijangi,,
Djinang,2pl_s,ngiliji,,
Djinang,2sg_a,nyuni,,
Djinang,2sg_o,nyuninyi,,
Djinang,2sg_p,nyungungi,,
Djinang,2sg_s,nyuni,,
Djinang,3d_a,bilingi,,
Djinang,3d_o,bilinginyi,,
Djinang,3d_p,bilingangi,,
Djinang,3d_s,bilingi,,
Djinang,3p_a,jani,,
Djinang,3p_o,janinyi,,
Djinang,3p_p,janngangi,,
Djinang,3p_s,jani,,
Djinang,3sg_m_a,nyani,,
Djinang,3sg_m_o,nyaninyi,,
Djinang,3sg_m_p,nyanngangi,,
Djinang,3sg_m_s,nyani,,
Djinang,3sg_n_a,nyani,,
Djinang,3sg_n_o,nyaninyi,,
Djinang,3sg_n_p,nyanngangi,,
Djinang,3sg_n_s,nyani,,
Dre,12du_a,yndbem,"Evans, Nicholas, Wayan Arka, Matthew Carroll, Christian Döhler, Eri Kashima, Emil Mittag, Volker Gast, Dineke Schokkin, Kyla Quinn, Jeff Siegel, Philip Tama and Charlotte Van Tongeren. 2017. The languages of Southern New Guinea. In Bill Palmer (ed.), The Languages and Linguistics of New Guinea: A Comprehensive Guide. Berlin: Walter de Gruyter.",
Dre,12du_o,ynd,,
Dre,12du_p,tbene,,
Dre,12du_s,ynd,,
Dre,12pl_a,yndbem,,
Dre,12pl_o,ynd,,
Dre,12pl_p,tbene,,
Dre,12pl_s,ynd,,
Dre,1du_a,yndbem,,
Dre,1du_o,ynd,,
Dre,1du_p,tbene,,
Dre,1du_s,ynd,,
Dre,1pl_a,yndbem,,
Dre,1pl_o,ynd,,
Dre,1pl_p,tbene,,
Dre,1pl_s,ynd,,
Dre,1sg_a,yando,,
Dre,1sg_o,ynd,,
Dre,1sg_p,tane,,
Dre,1sg_s,ynd,,
Dre,2du_a,bibem,,
Dre,2du_o,bimb,,
Dre,2du_p,bbene,,
Dre,2du_s,bimb,,
Dre,2pl_a,bibem,,
Dre,2pl_o,bimb,,
Dre,2pl_p,bbene,,
Dre,2pl_s,bimb,,
Dre,2sg_a,bmbo,,
Dre,2sg_o,bimb,,
Dre,2sg_p,bene,,
Dre,2sg_s,bimb,,
Dre,3d_a,ybem,,
Dre,3d_o,be,,
Dre,3d_p,ybene,,
Dre,3d_s,be,,
Dre,3p_a,ybem,,
Dre,3p_o,be,,
Dre,3p_p,ybene,,
Dre,3p_s,be,,
Dre,3sg_m_a,ymo,,
Dre,3sg_m_o,be,,
Dre,3sg_m_p,yane,,
Dre,3sg_m_s,be,,
Dre,3sg_n_a,ymo,,
Dre,3sg_n_o,be,,
Dre,3sg_n_p,yane,,
Dre,3sg_n_s,be,,
Dutch,12du_a,wij,"Spronck, Stef. 2013. Personal communication.",
Dutch,12du_o,ons,,
Dutch,12du_p,ons,,
Dutch,12du_s,wij,,
Dutch,12pl_a,wij,,
Dutch,12pl_o,ons,,
Dutch,12pl_p,ons,,
